FEATURE,VOCAB_SIZE,MAX_LEVEL,FEATURE_STEP_SIZE,STEP_SIZE,COLOUR_SPACE,USE_PHOW,CLASSIFIER,k/LAMBDA,accuracy
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.010000, 0.700000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.001000, 0.701333 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000100, 0.700000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000010, 0.700667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000110, 0.702667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000010, 0.702667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000020, 0.698667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000030, 0.696667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000040, 0.700000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.000050, 0.704000 



spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 10.000000, 0.656000 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 1.000000, 0.640667 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.100000, 0.576667 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.010000, 0.600000 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.001000, 0.598667 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000100, 0.600667 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000010, 0.589333 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000110, 0.598667 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000010, 0.604667 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000020, 0.590000 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000030, 0.597333 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000040, 0.598667 
spatial pyramid, 100, 2, 5, 10, RGB, 1, support vector machine, 0.000050, 0.605333 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 10.000000, 0.692667 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 1.000000, 0.710000 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.100000, 0.697333 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.010000, 0.699333 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.001000, 0.707333 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000100, 0.700000 
